OBJECTID,F_Name,F_Type,Street,Town,OwnerTyp,P_Ground,B_Field,S_Field,F_Field,M_Field,B_Court,T_Court,V_Court,Track,SkatPark,IH_Rink,SH_Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,RestRoom,W_Path,B_Path,SplashPark,PickBall,Shelter,CommGard,Stage,Dog,TabGame,Camping,Fitness,GrantFund,POINT_X,POINT_Y,DEMID,StateBond,LWCF,GlobalID,RIEJ,Justice40,x,y
485,Leahy Pond,LP,Primrose,Bristol,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.25858671,41.68887821,Not Applicable,N,N,{C6C9D7A1-7BA2-4CAF-ABA6-7844EF1FF257},N,N,394022.468000166,220735.74802117
486,Waypoyset Preserve / Bristol Narrows,CA,Narrows,Bristol,NGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.24639464,41.69712892,992003,Y,N,{603B0A0F-E3C9-4EE3-AD17-78507CCE6BB2},N,N,397343.737932418,223751.802028418
487,Peck Center Playground,LP,Town Hall,Barrington,MUN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.30687672,41.74132436,2008-60-26?,Y,N,{6337E3E3-0BF3-4597-9411-7899FD9F92B7},N,N,380789.761197917,239813.478894502
488,Lawrence Street Playground,LP,Lawrence,Cranston,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.45130463,41.79896054,Not Applicable,N,N,{4A484DEB-EA7D-4D21-8389-78BE3B5A6023},Y,Y,341361.184871502,260760.494415089
489,Demery Park,LP,Riverview,Middletown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.2513151,41.51054907,Not Applicable,N,N,{50CC50ED-39FD-430A-85D2-78C0EEBA21E7},N,N,396195.875398751,155760.825805917
490,Step Stone Falls,FB,Falls River,West Greenwich,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.76062965,41.61254977,6147,?,N,{8AB9FCB9-EDD7-404B-81FD-794C2AA681DD},N,N,256811.394325752,192937.806569919
491,River Island Park,LP,Truman,Woonsocket,MUN,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.5146468,41.99940789,"987040,885013,905003",Y,N,{47CD3E0C-DAE2-4561-8F69-798C44C2B96E},Y,Y,324102.034678586,333800.938885085
492,Wyoming Dam,FB,Bridge,Richmond,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.70283198,41.51565261,9055,?,N,{2DE76483-C7D3-4850-89E9-7A777FB266F5},N,N,272533.860584166,157587.65843834
493,Salty Brine State Beach,SP,Sand Hill Cove,Narragansett,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.51280235,41.37543555,7076,?,N,{13ECB8D2-1B25-4A82-8F60-7AA35125259F},N,N,324569.607234251,106431.104255587
494,Tuckertown Recreation Area,LP,Tuckertown Park,South Kingstown,MUN,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Y,-71.55684564,41.42675869,"4400342,887036,907023",Y,Y,{DECB6CB6-1FBD-4FE3-AB23-7AB94FD9F7E4},N,N,312493.772462085,125136.702999167
495,Joseph Williams Field,LP,Elmwood,Providence,MUN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.4200721,41.78449845,885009,Y,N,{E4D5B551-3EB3-4B64-A78B-7AE43AC30FCA},Y,Y,349882.312514249,255496.916031502
496,Narragansett High School,SC,Pier,Narragansett,SCH,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.47056645,41.42977653,2013-70-17,Y,N,{829F2578-76E5-4F97-B40B-7AF863A877C4},N,N,335893.085571501,126351.863954671
497,Lincoln Junior / Senior High,SC,Old River,Lincoln,SCH,0,2,2,1,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.45139089,41.93773507,4400288,N,Y,{025D6F8C-0110-407D-886B-7B46AD0B0853},N,N,341032.601211086,311723.531596422
498,Dunlap Wheeler Park,LP,Purgatory,Middletown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.28565404,41.48954801,"20014028,2006-60-18",Y,N,{E267C774-B6EC-4CA2-B6B0-7B674C8541FC},N,N,386809.715037253,148083.291948423
499,Broad Rock Middle School,SC,Broad Rock,South Kingstown,SCH,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N,-71.48454369,41.45534247,Not Applicable,N,N,{2C557D93-D341-4B33-BA09-7C555FC16B53},N,N,332320.2698825,135547.182506256
500,East Street Park,LP,East,Pawtucket,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.38247865,41.89001749,2016-40-11,Y,N,{8D148E7A-6DC0-406C-BC6D-7C69F3038F00},Y,Y,360082.683517668,293959.86633642
501,Big River / Nooseneck Hill Road Fishing Access,FB,Nooseneck Hill,West Greenwich,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.61373137,41.64443577,6075,?,N,{A4A6CABE-732D-4351-944B-7CE5811E78F4},N,N,296997.616774667,204469.50069809
502,Callahan School,SC,Callahan School,Burrillville,SCH,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.68173178,41.97035423,"992021,20034021",Y,N,{A193B659-917B-4C09-8998-7CF62A929D79},N,N,278662.462172084,323265.577409923
503,Warwick Neck School,SC,Warwick Neck,Warwick,SCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.37641519,41.69028718,4400159,N,Y,{3AB728FF-0199-485D-A585-7D020CC0D15C},N,N,361838.293195419,221180.981710754
504,Thunder Mist Overlook,LP,River,Woonsocket,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.51758254,42.00001235,Not Applicable,N,N,{E5667237-9333-4EA1-B815-7D60B677DADD},Y,Y,323304.085159,334021.360032171
505,Silver Spring Playground & Athletic Area,SC,Silver Spring,East Providence,MUN,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.36901964,41.79899575,2011-40-08,Y,N,{387A156A-F691-4077-A1EA-7D61CBB80106},Y,N,363797.958567418,260796.773542002
506,Pontiac Playground,LP,Greenwich,Warwick,MUN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.47440054,41.72801587,4400146,N,Y,{C09AF1D1-B05E-4533-9189-7D78D9EFFB7C},N,N,335071.275535334,234905.849274084
507,Philips Farm,CA,Putnam,Glocester,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.60818622,41.89082593,"4400022,20032006",Y,Y,{812AD52E-8C57-46C8-AFF6-7D9893ECA3ED},N,N,298626.174541168,294251.122315586
508,Buttonhole Golf Course,LP,King Philip,Johnston,STA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.46350954,41.82532304,7124,?,N,{FCBD97CA-7F77-4C13-8EA0-7D9EB95CB630},N,N,338029.17283475,270365.305914089
509,John L. Lewis Waterfront Park,LP,Water,East Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.38620717,41.81756769,958018,Y,N,{2EDCF113-FC7F-4DE4-825A-7DC66FD3980A},Y,Y,359102.448273417,267557.690138251
510,Mount Pleasant Little League,AF,Mount Pleasant,Providence,MUN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.4534918,41.84074489,Not Applicable,N,N,{EE28BA85-B2B0-45D4-A063-7DEDAB6CE37B},Y,N,340756.565345835,275986.347821586
511,Domenic Cristofaro Memorial Park,LP,Boston Neck,Narragansett,MUN,1,1,2,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.44066114,41.48848518,"4400163,20014001,20034019",Y,Y,{75552230-B08A-4F03-9A8D-7E54F1BDD8D5},N,N,344341.219921917,147628.822384916
512,Dunn's Corner School,SC,Plateau,Westerly,SCH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.77431528,41.34691289,Not Applicable,N,N,{06354F62-13F9-40E6-96CB-7E9156627CC3},N,N,252761.962792084,96157.1579400003
513,Frenchtown Park,CA,Cavalier,East Greenwich,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.50633499,41.62839492,4400031,N,Y,{97DF9CBA-BC6A-4956-9DEC-7EB48F688865},N,N,326351.387135252,198603.978636503
514,Unknown,AF,Aquidneck Avenue,Middletown,MUN,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.28028179,41.5205772,2018-70-05,Y,N,{3A0A601D-61AF-4347-A878-7EB9F68BA533},N,N,388252.870287418,159393.386454172
515,Yorktown Park,LP,Yorktown,North Kingstown,MUN,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.46000388,41.61208363,2006-60-05,Y,N,{E712CAE3-21D9-4DF0-BCBD-7F13DAC5F6C7},N,Y,339020.771901418,192662.83566317
516,Dean Parkway,SP,Dean,Cranston,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.46330162,41.76323359,7055,?,N,{4142DE6D-B4B0-4713-8BA5-7F30B470CA25},N,N,338095.500458002,247740.08607275
517,Lower Melville Pond,FB,Unnamed,Portsmouth,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.27776092,41.59072857,Not Applicable,N,N,{35EB09CA-D06C-491B-AF66-7F51ACAC6EF1},N,N,388877.435639333,184957.098450005
518,Weetamo Woods,LP,Lake,Tiverton,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.16302238,41.58720251,Not Applicable,N,N,{EBE7A60D-07D0-4C72-93B6-7FDDCEBC5AD6},N,N,420269.526070252,183773.929556504
519,Great Swamp Management Area,MA,Great Neck,South Kingstown,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.57805349,41.46467079,5123,?,N,{99B59788-02EB-4731-8809-7FE7A5F6BC95},N,N,306690.110184919,138955.472605668
520,Diamond Hill Park,LP,Diamond Hill,Cumberland,MUN,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Y,-71.41801076,42.00002894,"20017026, 2011-40-06,4400259,2022-40-05",Y,Y,{446E6A2E-90C3-4C2D-B7ED-7FF0B8F1E0C5},N,N,350369.461802419,334037.585393421
521,Carolina Trout Pond,FB,Coondog,Richmond,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.70184395,41.48576682,5119,?,N,{1192EE99-CAAB-444D-ABD6-7FFF4D5C61C6},N,N,272779.031353667,146697.265521005
522,Westconnaug Meadows,AF,George Washington,Scituate,Municipal,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.67129787,41.76625398,897014,Y,N,{ABA47BFD-DE79-409A-A72C-802E35BF66D8},N,N,281351.495179836,248885.099530756
523,Ten Mile River Greenway,LP,Slater Memorial Park,Pawtucket,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,N,-71.34037167,41.86499288,Not Applicable,N,N,{2A454C42-1CBD-4EF1-BFD7-80593C63BB50},Y,N,371564.762259502,284859.34057425
524,Hanley Farm Marsh,CA,Beach,Warren,NGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.28863245,41.71199719,Not Applicable,N,N,{F78D6948-241E-4D05-968A-80C0F5B95461},N,N,385795.156370834,229138.546832338
525,Queen Ann Park,LP,Church,Newport,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.31445273,41.48736528,Not Applicable,N,N,{9425B8B2-DBFB-40CA-83AB-80D1C3F76CC4},N,N,378921.168806501,147269.710242249
526,Triggs Memorial Golf Course,AF,Chalkstone,Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.45892074,41.83682136,Not Applicable,N,N,{935F7764-C0EE-45EF-8B82-810AB76E9039},Y,N,339277.890481669,274555.859212756
527,North Smithfield High School,SC,Greenville,North Smithfield,SCH,0,2,1,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.54447129,41.95165709,4400280,N,Y,{C217C4D2-74F3-4C19-9065-812E48F7DD72},N,N,315986.098482668,316402.910032921
528,Tiogue School,SC,Shore,Coventry,SCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.54224796,41.67655598,Not Applicable,N,N,{3914DD6A-F090-4AC3-8434-82551FE41AAD},N,N,316541.614103917,216156.081983671
529,Kendall-Dean Field,SC,Greene,North Smithfield,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.57568695,42.00180914,4400224,N,Y,{40541A63-03FF-4956-BEA7-82723705243D},N,N,307510.852637917,334684.730096504
530,May C. Donovan Marsh,CA,Francis,Little Compton,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.20302047,41.54493826,5094,?,N,{F6E1530A-0C3D-4AE9-8B4A-828A931CF445},N,N,409380.290630918,168333.346264504
531,Porter Field,LP,Vernon,Warwick,MUN,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.39760599,41.72346682,4400127,N,Y,{C5D70567-B433-4029-82E7-82C86FC4B11F},N,N,356036.031834085,233263.789566085
532,Max Read Field,LP,Pleasant,Pawtucket,MUN,0,0,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.38112414,41.86435228,"20035002,4400052,2013-70-23,885025",Y,Y,{AEDD2389-5201-4825-8E44-82EA3D99A632},Y,Y,360464.450142585,284607.899148002
533,Brousseau Memorial Park,LP,Victoria,South Kingstown,MUN,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.52962062,41.39825341,4400136,N,Y,{DEB09A72-DE76-4B04-BC8A-8303516EFF2C},N,N,319956.513114002,114746.414396584
534,Wallace St. Park,LP,Wallace,Providence,MUN,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.44376278,41.81134306,4400216,N,Y,{79744794-6B63-4EBF-BD68-830887DD8885},Y,Y,343414.682404917,265273.918131001
535,Bernon Memorial Park,LP,Kermit,Woonsocket,MUN,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.51144853,41.98979979,4400329,N,Y,{7A1A8B53-BDD5-4F53-A391-833BD951B0B8},N,N,324970.921720333,330299.515769839
536,Bay Is. Park-Dutch Island,MA,Fort Getty,Jamestown,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.40055381,41.50149014,5127,?,N,{3CA21183-9D84-4CAB-9B93-83557E2D93DF},N,N,355324.531288583,152377.640643172
537,Upper Melville Pond Fishing Access,FB,Bradford,Portsmouth,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.27156825,41.5840276,Not Applicable,N,N,{9FEE2D4B-2DE8-4BC4-94E5-83890E93B400},N,N,390577.919114999,182519.786723584
538,South Field,AF,East,Tiverton,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.17647008,41.57108365,Not Applicable,N,N,{5EB5BFB2-B920-41B1-97E5-83922A04D9E5},N,N,416612.674460083,177886.390806668
539,John Donigian Memorial Park,LP,Valley,Providence,MUN,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Y,-71.44082556,41.82326371,20035004,Y,Y,{7B589EEB-7B90-4447-82BC-83B503E05BCD},Y,Y,344212.433106001,269618.329389669
540,Adamsville Playground,LP,Main,Little Compton,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.1281996,41.55367362,Not Applicable,N,N,{7C4D25A6-135E-4EC7-84A6-84A6CB231158},N,N,429848.53643975,171595.640921004
541,Zeke's Bridge,FB,Harkney Hill,Coventry,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.61887775,41.66522839,6075,?,N,{99F5F5BB-4284-43FA-A6A3-84AF8FA79328},N,N,295601.424685169,212047.994399339
542,Sandy Point Beach,LP,Sandy Point,Portsmouth,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Y,-71.23459691,41.55258345,"4400097,2006-60-19",Y,Y,{8A0364B2-BC7D-46BE-B358-84C7A0371397},N,N,400727.799733836,171090.984450005
543,Browning Mill Pond,FB,K And G Ranch,Richmond,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.68527472,41.55602721,6117,?,N,{4B445E71-8311-40B9-82BF-84ECB9B93A50},N,N,277373.803004,172288.617225334
544,Roger Williams Park,LP,Elmwood,Providence,MUN,1,4,0,0,2,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Y,-71.41229964,41.78294441,"4400205,605",Y,Y,{C6B79AD9-3448-4B19-8C2C-855AFE0AEC74},Y,Y,352002.696396835,254932.695047088
545,Kendrick Ave. Playlot,LP,Kendrick,Woonsocket,MUN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.49996486,42.00706746,Not Applicable,N,N,{D2A4E4C1-96B9-41B9-8198-8566B97CE20C},Y,Y,328092.883980334,336591.825691752
546,Reynolds Field,LP,South,Exeter,MUN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.5326474,41.54912222,Not Applicable,N,N,{C5DB38EC-04AD-440D-BBB8-85F064940BA6},N,N,319146.820179585,169719.861864172
547,Seidel Pond Fishing Access,FB,Hall,Cranston,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.54783038,41.73713484,Not Applicable,N,N,{BB7501E2-C0F4-4099-9F5B-8626689F9D21},N,N,315028.812011417,238231.330484003
548,Hauser Memorial Field,LP,Howard,Burrillville,MUN,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.70935789,41.96454653,"20017015,20037026",Y,N,{0D21C5EC-438A-4EAD-BB99-8667175A0C43},N,N,271144.533310335,321166.346700251
549,Chepiwanoxet,LP,John Wickes,Warwick,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.4421003,41.67358217,Not Applicable,N,N,{2AD9222C-6349-4AB3-AE36-868AEE2ADCDC},N,N,343901.681430917,215074.941429421
550,Lippitt Park,LP,Hope,Providence,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Y,-71.39145097,41.85471096,4400216,N,Y,{8AC92E98-4672-4A36-B48E-86DB5D29515D},N,N,357655.921967,281090.859266087
551,Blackstone Bikeway,SP,Davison Ext,Woonsocket,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,N,-71.49423089,41.99613113,Not Applicable,N,N,{BAD08E56-14AE-47E9-8727-8724A3458EBA},N,N,329651.575416751,332606.564633422
552,East Matunuck State Beach,SP,Succotash,South Kingstown,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.5259904,41.37781081,7003,?,N,{02D46247-1E0D-4F41-97DE-87366B830DDE},N,N,320950.280155335,107297.389268421
553,Garfield St. Totlot,LP,Garfield,Central Falls,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.3952741,41.88606529,4400227,N,Y,{1ED6EBCE-8CBB-4CAB-8552-873B29017FEB},Y,Y,356600.425390333,292515.161220588
554,Western Coventry School,SC,Flat River,Coventry,SCH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.68848467,41.69654565,Not Applicable,N,N,{D58AAC4F-AF89-4E32-A402-879EFD4E1033},N,N,276607.133277502,223493.623739004
555,Esmond / War Memorial Park,LP,Farnum Pike,Smithfield,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.50211831,41.8797459,"4400188,887031",Y,Y,{EAC02517-C952-47A2-A8E7-87A4C997C782},N,N,327506.455363169,290194.961792752
556,Globe Park,LP,Coe,Woonsocket,MUN,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.52706763,41.98944276,897039,Y,Y,{8A099BEF-0654-42F6-918F-87EE391BC22B},Y,N,320724.651669584,330170.363797173
557,North Kingstown Town Boat Launch,LP,Flat Fish,North Kingstown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.45280048,41.57787738,Not Applicable,N,N,{9A5C0327-A23B-42C5-A940-8826FF4E1B45},N,N,340997.445441499,180199.590904668
558,Jannitto Memorial Field,AF,0,Warren,Municipal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.28434321,41.72551352,Not Applicable,N,N,{5129D55C-DD66-45A3-9A6B-8884E898F2A8},Y,Y,386953.955890503,234066.709548168
559,Sabin Point Park,LP,Shore,East Providence,MUN,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.36795302,41.76564025,"4400183,2006-60-17",Y,Y,{1FD5FD38-7000-46D8-8B2B-888780A5C523},N,N,364107.460901167,248642.578362256
560,High Street Field,AF,High,Cumberland,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.39435082,41.91727352,Not Applicable,N,N,{BA6F68A7-B1EF-429A-A5C8-88BBF6C52D8E},N,N,356837.833380084,303887.885522336
561,Tucker Field,AF,Mendon,Cumberland,MUN,0,2,1,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.443042,41.96425983,"2006-70-19,2011-70-02",Y,N,{45ABBB5A-940F-4ADB-BE00-890EC2EA391B},N,N,343574.195865419,320997.458258502
562,Roger Williams Park Bandstand,LP,Linden,Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Y,-71.41667962,41.78319221,2013-10-13,Y,N,{1A15A778-DF2E-4000-8870-8919D0FB8E36},Y,Y,350808.0163715,255021.804777004
563,Weekapaug Breachway,FB,Wawaloam,Westerly,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.76349195,41.33042917,9060,?,N,{7366A901-6779-41F4-B8CE-892403A728BD},N,N,255715.588774584,90141.783487834
564,Vernon Park,LP,Vernon,Newport,MUN,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Y,-71.29955275,41.50300715,2018-70-06,Y,N,{4A837390-F43C-4D67-871A-89391F79D03D},N,N,382990.38606175,152978.385176584
565,JT Owens Park,LP,Niantic,Providence,STA,1,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.43684644,41.79338767,"7087,905011,987029",?,N,{5CC0046A-D43F-4116-AEB8-893FA96C6D6B},Y,N,345305.015566502,258732.318681419
566,Andy's Way Beach Access,LP,Andy's Way,New Shorehame,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,2020-40-05,Y,N,{257BFCB3-41E6-4B09-8DF4-8959A17AE10B},N,N,307789.989874918,42506.2658981681
