OBJECTID,Land Use Type,Acres,Shape__Area,Shape__Length
7446,Non-urban Developed,42.38002692,1846074.06433487,12913.9668354138
7447,Non-urban Developed,14.33612652,624481.702568054,5083.04066135067
7448,Non-urban Developed,28.32161694,1233689.69549942,6287.14089807711
7449,Non-urban Developed,1.69249307,73725.0021972656,1230.63670577151
7450,Non-urban Developed,3.07382479,133895.814525604,1451.90052813935
7451,Non-urban Developed,1.02318854,44570.0952529907,871.534797179085
7452,Non-urban Developed,1.72920144,75324.0185585022,1116.03843129996
7453,Non-urban Developed,2.43128511,105906.784687042,1537.5672453613
7454,Non-urban Developed,20.64689059,899378.599025726,6494.08530184222
7455,Non-urban Developed,36.76327067,1601408.15005302,8456.68044837348
7456,Non-urban Developed,1.68064109,73208.7297096252,1048.71614857995
7457,Non-urban Developed,0.8039311,35019.240568161,824.903394674
7458,Non-urban Developed,2.2836312,99474.9804153442,1194.03819489504
7459,Non-urban Developed,5.11544158,222828.646572113,1952.25684942405
7460,Non-urban Developed,1.8030496,78540.8445510864,1240.01593589131
7461,Non-urban Developed,2.62182058,114206.510150909,1476.98307005127
7462,Non-urban Developed,4.20819822,183309.123970032,1929.84694139404
7463,Non-urban Developed,4.48268547,195265.788780212,1919.47137915432
7464,Non-urban Developed,11.94981708,520534.057956696,3012.95928654094
7465,Non-urban Developed,9.21432588,401376.055595398,3895.21404215941
7466,Non-urban Developed,6.85797731,298733.506729126,2622.4547288948
7467,Non-urban Developed,3.42426115,149160.823093414,1710.67446435335
7468,Non-urban Developed,1.36429487,59428.6875534058,1031.32309592767
7469,Non-urban Developed,1.78250499,77645.9216041565,1108.92219405396
7470,Non-urban Developed,3.04177075,132499.540756226,1556.79251762011
7471,Non-urban Developed,0.95711733,41692.0331268311,826.611558819084
7472,Non-urban Developed,3.49819315,152381.301544189,1672.83904501195
7473,Non-urban Developed,7.61552848,331732.437339783,3236.20007211773
7474,Non-urban Developed,1.14706463,49966.137966156,1022.88642621188
7475,Non-urban Developed,14.27609345,621866.661712646,6040.35277573254
7476,Non-urban Developed,1.44991104,63158.1283073425,1045.21247132217
7477,Non-urban Developed,4.66289173,203115.574127197,1864.06318484648
7478,Non-urban Developed,0.86034662,37476.7010307312,921.935050152985
7479,Non-urban Developed,1.5670473,68260.5838851929,1362.86407781691
7480,Non-urban Developed,21.41788685,932963.197803497,5355.12405207475
7481,Non-urban Developed,0.96046844,41838.0077438354,847.481529864543
7482,Non-urban Developed,41.62710754,1813276.89445877,5489.41386283792
7483,Non-urban Developed,16.46332672,717142.547626495,3940.89876422501
7484,Non-urban Developed,11.26235491,490588.204399109,4665.79455947513
7485,Non-urban Developed,1.03040431,44884.413974762,878.041546466874
7486,Non-urban Developed,1.20154378,52339.2500305176,961.996616323853
7487,Non-urban Developed,1.17430584,51152.7649383545,921.184973972186
7488,Non-urban Developed,1.58272031,68943.30027771,1014.07121149985
7489,Non-urban Developed,7.31556357,318665.965274811,2656.21678682198
7490,Non-urban Developed,4.38061224,190819.479053497,2388.29415106265
7491,Non-urban Developed,4.31277284,187864.394309998,1952.35335173384
7492,Non-urban Developed,9.11799662,397179.952526093,3625.77070837712
7493,Non-urban Developed,1.9139364,83371.0739059448,1126.1128780825
7494,Non-urban Developed,2.7972584,121848.582309723,1522.036871117
7495,Non-urban Developed,4.02438292,175302.128723145,1720.69000274101
7496,Non-urban Developed,4.37781223,190697.510475159,1833.70985787335
7497,Non-urban Developed,1.24590131,54271.4637680054,921.412428245237
7498,Non-urban Developed,1.98811836,86602.4400997162,1259.96499555132
7499,Non-urban Developed,4.2093871,183360.911411285,1866.09117214613
7500,Non-urban Developed,38.1340975,1661121.36979294,7510.20335217388
7501,Non-urban Developed,1.99058925,86710.0724372864,1159.13030436239
7502,Non-urban Developed,1.15551128,50334.0742378235,1010.55451762689
7503,Non-urban Developed,0.63040662,27460.5138130188,689.842415908286
7504,Non-urban Developed,56.53751009,2462774.06177902,18727.0276782455
7505,Non-urban Developed,1.13519376,49449.0426940918,857.187882829527
7506,Non-urban Developed,2.06870715,90112.8882369995,1206.05945798959
7507,Non-urban Developed,1.42536919,62089.085395813,1059.19900526215
7508,Non-urban Developed,2.14615283,93486.4221038818,1234.32595962383
7509,Non-urban Developed,1.76615004,76933.4998893738,1099.27126609787
7510,Non-urban Developed,12.97655066,565258.575141907,5421.80911554522
7511,Non-urban Developed,0.99943314,43535.30991745,834.842904457637
7512,Non-urban Developed,0.94851447,41317.2925033569,826.565501644639
7513,Non-urban Developed,2.93103057,127675.698310852,1480.61805433275
7514,Non-urban Developed,2.18537519,95194.9484348297,1198.02088243234
7515,Non-urban Developed,36.51084278,1590412.3907814,8249.05331219334
7516,Non-urban Developed,8.69903378,378929.930582047,3612.5290154061
7517,Non-urban Developed,25.65727877,1117631.11904907,7106.38174644551
7518,Non-urban Developed,11.74496085,511610.520114899,4110.57936671507
7519,Non-urban Developed,0.88503547,38552.1473808289,749.766034638262
7520,Non-urban Developed,1.18150984,51466.5712776184,930.524675377987
7521,Non-urban Developed,2.1002478,91486.798992157,1492.81334147948
7522,Non-urban Developed,2.24619115,97844.0916633606,1298.06483703316
7523,Non-urban Developed,2.91306553,126893.141170502,1422.90826154992
7524,Non-urban Developed,0.80380507,35013.7508735657,738.320539392667
7525,Non-urban Developed,6.42742951,279978.84336853,2951.53884596738
7526,Non-urban Developed,1.66884509,72694.8959083557,1214.21714378286
7527,Non-urban Developed,0.95801155,41730.9855003357,822.60520123078
7528,Non-urban Developed,8.92862436,388930.896465302,4043.96731834364
7529,Non-urban Developed,5.51227967,240114.914497375,2370.95008611517
7530,Non-urban Developed,118.99100993,5183248.65003967,21830.9086685836
7531,Non-urban Developed,2.5480597,110993.486152649,1415.91488541809
7532,Non-urban Developed,1.79349694,78124.7309417725,1171.45168285817
7533,Non-urban Developed,1.67708497,73053.8252677917,1089.80500407537
7534,Non-urban Developed,1.39948572,60961.6010971069,991.826207113954
7535,Non-urban Developed,2.38916557,104072.057788849,1297.12575118825
7536,Non-urban Developed,2.32723047,101374.164358139,1296.56142553919
7537,Non-urban Developed,1.01565331,44241.8605384827,873.906735948396
7538,Non-urban Developed,0.60652917,26420.41223526,801.953060605348
7539,Non-urban Developed,2.93124943,127685.231582642,1445.60503496879
7540,Non-urban Developed,9.60714407,418487.216842651,4681.01280038787
7541,Non-urban Developed,6.41560948,279463.96295929,3594.28557993333
7542,Non-urban Developed,2.12818263,92703.6400184631,1486.38760922457
7543,Non-urban Developed,1.46605712,63861.4515380859,1029.35551020034
7544,Non-urban Developed,0.75918495,33070.0981140137,749.000307150394
7545,Non-urban Developed,8.70534058,379204.6547966,4445.73816044902
7546,Non-urban Developed,1.65961231,72292.7158241272,1075.71001174539
7547,Non-urban Developed,7.43818919,324007.537330627,2891.87680537189
7548,Non-urban Developed,1.2210021,53186.8544387817,1068.59427354685
7549,Non-urban Developed,11.4623423,499299.655658722,4688.99107213094
7550,Non-urban Developed,2.17433479,94714.0282440186,1188.8649346929
7551,Non-urban Developed,2.61996301,114125.594646454,1541.42015430991
7552,Non-urban Developed,8.04325291,350364.114189148,3938.58457559664
7553,Non-urban Developed,4.99382554,217531.05134201,2199.28797419324
7554,Non-urban Developed,3.56291662,155200.656085968,1999.67406325109
7555,Non-urban Developed,1.05112688,45787.0893135071,1045.46672668615
7556,Non-urban Developed,2.13770422,93118.4007110596,1266.1702226091
7557,Non-urban Developed,18.20730263,793110.142051697,8426.57779817004
7558,Non-urban Developed,5.14907985,224293.929821014,2181.74645441168
7559,Non-urban Developed,6.46824561,281756.793140411,2461.53331788455
7560,Non-urban Developed,5.30088663,230906.633468628,2100.23236099269
7561,Non-urban Developed,2.87157072,125085.627048492,1785.77851610044
7562,Non-urban Developed,2.12863669,92723.419090271,1198.97392460127
7563,Non-urban Developed,4.13317531,180041.125606537,1913.58025743629
7564,Non-urban Developed,1.24986481,54444.1141700745,940.203097115901
7565,Non-urban Developed,2.42923655,105817.5496521,1506.81397178371
7566,Non-urban Developed,18.40308108,801638.251998901,7924.15232196435
7567,Non-urban Developed,8.34894453,363680.041763306,3400.34178336588
7568,Non-urban Developed,2.87223544,125114.58203125,1843.15049224509
7569,Non-urban Developed,1.89954366,82744.1261825562,1806.19323991466
7570,Non-urban Developed,13.51686598,588794.711688995,3740.80507625485
7571,Non-urban Developed,24.54046754,1068982.81935883,6194.4927905209
7572,Non-urban Developed,2.85165956,124218.296850204,2061.20541806029
7573,Non-urban Developed,1.78014391,77543.072719574,1124.83539044128
7574,Non-urban Developed,2.8131062,122538.912277222,2066.62363696945
7575,Non-urban Developed,0.88076116,38365.9581108093,805.562459869146
7576,Non-urban Developed,4.53845173,197694.967418671,1897.83463657003
7577,Non-urban Developed,20.41741646,889382.705467224,4585.93495186036
7578,Non-urban Developed,7.92749216,345321.575874329,3016.44353721869
7579,Non-urban Developed,2.82120931,122891.883674622,1454.54055388249
7580,Non-urban Developed,3.90411729,170063.357910156,4477.11155335564
7581,Non-urban Developed,3.78643086,164936.936634064,1652.23082711453
7582,Non-urban Developed,0.72484803,31574.381893158,979.815566085178
7583,Non-urban Developed,2.64287575,115123.673492432,2128.74586702134
7584,Non-urban Developed,2.08667258,90895.4622802734,1216.91005056833
7585,Non-urban Developed,3.72581241,162296.396717072,1738.83788514723
7586,Non-urban Developed,55.28425058,2408182.07470703,8243.99078395101
7587,Non-urban Developed,0.94782398,41287.2148742676,1193.20893032615
7588,Non-urban Developed,0.83357018,36310.3189849854,786.158651451198
7589,Non-urban Developed,0.95830973,41743.9740905762,1048.06998226684
7590,Non-urban Developed,2.25470681,98215.033821106,1232.36524146065
7591,Non-urban Developed,0.62945595,27419.1027526855,1046.54529501683
7592,Non-urban Developed,1.48306774,64602.4342460632,1157.00434826318
7593,Non-urban Developed,15.31757389,667233.552165985,7525.73147816281
7594,Non-urban Developed,4.01903983,175069.383880615,2256.2291074191
7595,Non-urban Developed,3.35755146,146254.949237823,2028.62448856613
7596,Non-urban Developed,2.06054289,89757.2531814575,1168.06595614961
7597,Non-urban Developed,1.591704,69334.6298332214,1248.5157977318
7598,Non-urban Developed,2.35151342,102431.929721832,1308.47620306355
7599,Non-urban Developed,1.21328044,52850.498916626,935.868458300067
7600,Non-urban Developed,9.43956655,411187.539730072,3318.31263149635
7601,Non-urban Developed,1.90556906,83006.5925254822,1922.25336968428
7602,Non-urban Developed,0.60653054,26420.471912384,823.892960067919
7603,Non-urban Developed,1.70348903,74203.9861717224,1242.73909267583
7604,Non-urban Developed,21.41583134,932873.659660339,5377.10786816117
7605,Non-urban Developed,2.21016886,96274.9607429504,1359.87321025417
7606,Non-urban Developed,1.06540435,46409.0160484314,2465.90350799976
7607,Non-urban Developed,3.36326207,146503.703128815,1502.16709541381
7608,Non-urban Developed,1.45699008,63466.491027832,999.203426027654
7609,Non-urban Developed,1.29816371,56548.0144309998,1057.17184494352
7610,Non-urban Developed,111.55758937,4859448.83395004,38521.6706613728
7611,Non-urban Developed,1.59773522,69597.3497695923,1070.09411318616
7612,Non-urban Developed,1.60098352,69738.8457717896,1077.6612913485
7613,Non-urban Developed,3.00339082,130827.710891724,1669.71289558651
7614,Non-urban Developed,11.05569714,481586.191410065,3582.16821794616
7615,Non-urban Developed,1.22171502,53217.9089813232,1029.61789554526
7616,Non-urban Developed,151.21605883,6586971.84942245,29145.1070641988
7617,Non-urban Developed,23.43628445,1020884.60167313,5320.14052210897
7618,Non-urban Developed,2.74712064,119664.581321716,1686.86300008569
7619,Non-urban Developed,25.63749313,1116769.25629425,6279.30233200447
7620,Non-urban Developed,3.64970851,158981.310901642,2051.94664778347
7621,Non-urban Developed,19.58800419,853253.50485611,7325.67530652763
7622,Non-urban Developed,21.05067849,916967.600475311,6829.22236152171
7623,Non-urban Developed,69.43303414,3024503.11729813,11715.7340601977
7624,Non-urban Developed,7.1656104,312134.004692078,3292.88661881118
7625,Non-urban Developed,2.5375961,110537.691650391,1415.49925890613
7626,Non-urban Developed,1.89365182,82487.4777526855,1464.64832890185
7627,Non-urban Developed,1.93811181,84424.1550559998,1656.22029193745
7628,Non-urban Developed,3.52654306,153616.223583221,1663.68651840743
7629,Non-urban Developed,2.55290795,111204.675888062,1523.8800795749
7630,Non-urban Developed,56.20844711,2448440.07774353,16290.9261844139
7631,Non-urban Developed,1.78380302,77702.4634208679,2089.83279891872
7632,Non-urban Developed,1.22992666,53575.6082038879,897.589590921205
7633,Non-urban Developed,2.82602263,123101.552288055,1354.371364551
7634,Non-urban Developed,3.31720362,144497.3971138,1451.88955549968
7635,Non-urban Developed,0.79066694,34441.4538230896,1668.88722735389
7636,Non-urban Developed,1.07597038,46869.2723960876,1116.14624112757
7637,Non-urban Developed,1.45042736,63180.6189689636,1019.6283033074
7638,Non-urban Developed,1.02921161,44832.4599761963,843.556490546418
7639,Non-urban Developed,9.65762217,420686.042701721,4250.83140353525
7640,Non-urban Developed,1.64258434,71550.9775886536,1076.65002146562
7641,Non-urban Developed,0.8141214,35463.130153656,779.677958490171
7642,Non-urban Developed,15.25923475,664692.298885345,3960.79063684529
7643,Non-urban Developed,16.0229532,697959.876140594,5432.82429162205
7644,Non-urban Developed,5.49716321,239456.44146347,2728.36884826005
7645,Non-urban Developed,0.73530236,32029.7727279663,711.436483964741
7646,Non-urban Developed,3.43062474,149438.021167755,1682.06610734669
7647,Non-urban Developed,3.76099963,163829.152439117,1816.17966380436
7648,Non-urban Developed,2.27773678,99218.2193336487,1387.1605235481
7649,Non-urban Developed,43.17945392,1880897.10635376,7219.4006025012
7650,Non-urban Developed,63.00853504,2744651.92264938,17631.1417560598
7651,Non-urban Developed,1.14366733,49818.151550293,914.21063891744
7652,Non-urban Developed,4.50082885,196056.114437103,2411.19224010452
7653,Non-urban Developed,1.15739488,50416.1238174438,901.505018799845
7654,Non-urban Developed,9.04702931,394088.61631012,4484.9989627144
7655,Non-urban Developed,18.38442152,800825.441490173,5800.77321197007
7656,Non-urban Developed,11.949167,520505.740707397,5029.19080120295
7657,Non-urban Developed,0.71863706,31303.8319129944,734.068719689336
7658,Non-urban Developed,5.47080143,238308.122531891,3219.3985650892
7659,Non-urban Developed,1.19486996,52048.5383529663,909.080030253287
7660,Non-urban Developed,3.83261511,166948.722705841,1728.31285107369
7661,Non-urban Developed,2.36400639,102976.123565674,1398.69749291515
7662,Non-urban Developed,1.95819763,85299.0930175781,1195.44187294242
7663,Non-urban Developed,4.76242708,207451.334312439,1778.09680525278
7664,Non-urban Developed,10.82259204,471432.132637024,4356.99798977584
7665,Non-urban Developed,1.09005966,47483.001537323,855.001469006502
7666,Non-urban Developed,2.9791656,129772.460319519,1505.23169493619
7667,Non-urban Developed,4.94192979,215270.472728729,2598.53183403815
7668,Non-urban Developed,1.55481985,67727.9563064575,1043.12627425867
7669,Non-urban Developed,1.37056579,59701.8488311768,990.230826059986
7670,Non-urban Developed,1.61058203,70156.9567184448,1129.62193581316
7671,Non-urban Developed,1.02211347,44523.2652816772,990.251042200725
7672,Non-urban Developed,6.98212876,304141.54391098,2202.90634398464
7673,Non-urban Developed,29.91333466,1303024.92252731,7892.59558447676
7674,Non-urban Developed,0.79243203,34518.3409461975,775.301313127863
7675,Non-urban Developed,3.75054937,163373.939067841,1981.84730678173
7676,Non-urban Developed,20.67167281,900458.112510681,9296.57504807347
7677,Non-urban Developed,3.82525617,166628.167072296,1867.94220168073
7678,Non-urban Developed,2.02593772,88249.8514785767,1126.38129125746
7679,Non-urban Developed,42.48292152,1850556.15362549,8794.83332975189
7680,Non-urban Developed,0.56634898,24670.1628036499,705.767367534703
7681,Non-urban Developed,151.01907357,6578391.17099762,27110.793725685
7682,Non-urban Developed,10.43705175,454637.997177124,4009.23729981884
7683,Non-urban Developed,2.20058017,95857.2773551941,1318.40507512251
7684,Non-urban Developed,1.13903222,49616.2462425232,886.005685958232
7685,Non-urban Developed,1.81237163,78946.9123802185,1150.88502867057
7686,Non-urban Developed,1.67381575,72911.4177589417,1424.70835381511
7687,Non-urban Developed,12.33282975,537218.090572357,4170.50682880725
7688,Non-urban Developed,5.93690627,258611.65001297,3205.02658951406
7689,Non-urban Developed,2.91799045,127107.670463562,1532.9853790217
7690,Non-urban Developed,0.8312896,36210.9771194458,959.812253331522
7691,Non-urban Developed,47.21932665,2056873.971035,16388.5215196929
7692,Non-urban Developed,2.47204921,107682.469257355,1400.43000316929
7693,Non-urban Developed,8.96180068,390376.057163239,4238.57777256811
7694,Non-urban Developed,65.05649182,2833860.92462921,13764.3693243824
7695,Non-urban Developed,3.17239539,138189.550067902,2434.09996119263
7696,Non-urban Developed,0.64950272,28292.3403244019,685.399234754912
7697,Non-urban Developed,1.52650614,66494.6109580994,1048.54971570766
7698,Non-urban Developed,9.49308568,413518.832984924,3820.74326085736
7699,Non-urban Developed,1.95277505,85062.8856124878,1792.26721623881
7700,Non-urban Developed,2.4461119,106552.639854431,1324.70067285151
7701,Non-urban Developed,3.71383686,161774.741954803,1610.37124958896
7702,Non-urban Developed,208.77732686,9094340.80934906,23372.484382399
7703,Non-urban Developed,2.07066891,90198.3425559998,1386.52524992644
7704,Non-urban Developed,1.81818999,79200.3603057861,1121.02983784547
7705,Non-urban Developed,6.39360662,278505.518455505,2808.0051440622
7706,Non-urban Developed,39.46305733,1719010.86287689,11532.8272652491
7707,Non-urban Developed,1.83408091,79892.5685272217,1195.54585734529
7708,Non-urban Developed,3.65538692,159228.662200928,1915.86939494326
7709,Non-urban Developed,0.93933239,40917.3211212158,847.241206175069
7710,Non-urban Developed,4.54927245,198166.317955017,2086.31578452496
7711,Non-urban Developed,27.04315409,1177999.85100937,7536.52270050084
7712,Non-urban Developed,8.69599976,378797.768455505,4487.03555179205
7713,Non-urban Developed,5.92994815,258308.554512024,2706.34214276032
7714,Non-urban Developed,0.80738862,35169.8504142761,733.64883515554
7715,Non-urban Developed,0.71842481,31294.5863761902,710.914881847983
7716,Non-urban Developed,150.84644411,6570871.431427,20548.2733542348
7717,Non-urban Developed,1.84738356,80472.0322494507,1499.21418305507
7718,Non-urban Developed,0.92179699,40153.4792938232,807.198166837833
7719,Non-urban Developed,10.62566906,462854.167285919,3793.26431261048
7720,Non-urban Developed,8.31245368,362090.500354767,4485.16843343317
7721,Non-urban Developed,1.00226726,43658.7641410828,1018.72052153546
7722,Non-urban Developed,4.49553522,195825.524116516,2385.86999040262
7723,Non-urban Developed,12.60114783,548906.02702713,4008.02425307855
7724,Non-urban Developed,2.64939741,115407.757003784,1470.31299338075
7725,Non-urban Developed,3.19517273,139181.731140137,1861.67269427471
7726,Non-urban Developed,1.19957971,52253.6951179504,904.796954120961
7727,Non-urban Developed,3.80724695,165843.685554504,2730.22213308174
7728,Non-urban Developed,4.49288945,195710.27419281,2337.01036876494
7729,Non-urban Developed,1.86150362,81087.1018104553,1501.24154493056
7730,Non-urban Developed,5.7854391,252013.73973465,2641.82177501387
7731,Non-urban Developed,3.21074295,139859.970264435,1673.86890075284
7732,Non-urban Developed,8.55423585,372622.532455444,2782.47789991696
7733,Non-urban Developed,1.62823664,70925.9916419983,1071.75956409965
7734,Non-urban Developed,49.75514443,2167334.19913864,15837.5078452856
7735,Non-urban Developed,10.17801856,443354.510696411,3396.39007787507
7736,Non-urban Developed,1.67043807,72764.2863273621,1101.88769986026
7737,Non-urban Developed,9.01089999,392514.823379517,4141.08431930115
7738,Non-urban Developed,1.07444794,46802.9550056458,855.183937019901
7739,Non-urban Developed,1.57129624,68445.6678009033,1079.82605085206
7740,Non-urban Developed,0.99470525,43329.3630142212,1157.96082218759
7741,Non-urban Developed,1.1068553,48214.6195259094,911.371229054284
7742,Non-urban Developed,0.80158514,34917.0504341125,1067.39087838203
7743,Non-urban Developed,1.513726,65937.9080657959,1348.42755757824
7744,Non-urban Developed,6.53500313,284664.750743866,2377.76248226651
7745,Non-urban Developed,3.48560588,151833,2410.8021502959
7746,Non-urban Developed,3.58606241,156208.886722565,1761.60197997218
7747,Non-urban Developed,1.22026814,53154.8830833435,1083.26796134524
7748,Non-urban Developed,2.84949016,124123.797809601,1674.85884608247
7749,Non-urban Developed,3.21886576,140213.799858093,1461.8110563471
7750,Non-urban Developed,3.18233203,138622.390468597,2069.24797156195
7751,Non-urban Developed,1.04515421,45526.9197463989,888.485159583113
7752,Non-urban Developed,24.94932878,1086792.81572723,7527.940543953
7753,Non-urban Developed,21.43200172,933578.041637421,4333.58529611918
7754,Non-urban Developed,4.99480753,217573.827072144,1766.07013132738
7755,Non-urban Developed,1.0087202,43939.8541793823,1011.30376033349
7756,Non-urban Developed,1.69450134,73812.4823074341,1093.91138169967
7757,Non-urban Developed,20.74353349,903588.363815308,5533.67762961631
7758,Non-urban Developed,1.87561619,81701.8456954956,1113.26323466768
7759,Non-urban Developed,2.51800174,109684.161613464,1260.39755710746
7760,Non-urban Developed,5.17203607,225293.902675629,2648.67873567294
7761,Non-urban Developed,2.11973202,92335.531627655,1203.59657511262
7762,Non-urban Developed,4.83147258,210458.956325531,2053.17031695451
7763,Non-urban Developed,2.58935477,112792.29945755,1417.84727106278
7764,Non-urban Developed,52.6899054,2295172.39319229,12031.213718479
7765,Non-urban Developed,7.42377101,323379.481307983,3023.03503211591
7766,Non-urban Developed,40.24614901,1753122.33800507,6723.61824462154
7767,Non-urban Developed,10.83269344,471872.150009155,5377.18276760291
7768,Non-urban Developed,32.34567235,1408977.55754089,8618.16693587756
7769,Non-urban Developed,0.85591126,37283.4966468811,776.39340261461
7770,Non-urban Developed,2.45444687,106915.711116791,1328.88177641263
7771,Non-urban Developed,1.93614169,84338.3363265991,1291.56279242101
7772,Non-urban Developed,36.80547829,1603246.71408081,12868.5822700049
7773,Non-urban Developed,2.67716686,116617.394577026,1652.70737627941
7774,Non-urban Developed,3.08597481,134425.069648743,1493.29344548299
7775,Non-urban Developed,1.69906023,74011.0674934387,1127.05723369738
7776,Non-urban Developed,6.25066507,272278.984104156,2802.54903658417
7777,Non-urban Developed,5.18079367,225675.383785248,2664.46619509771
7778,Non-urban Developed,2.16888387,94476.5861129761,1345.22676491952
7779,Non-urban Developed,4.18406657,182257.948890686,2195.81015991069
7780,Non-urban Developed,6.00350057,261512.497882843,3470.65855748837
7781,Non-urban Developed,0.73552739,32039.5747489929,769.911136800654
7782,Non-urban Developed,1.11550786,48591.525226593,1828.28468092105
7783,Non-urban Developed,2.34400793,102104.990776062,1844.37137871733
7784,Non-urban Developed,0.90794154,39549.9354667664,1261.35420139409
7785,Non-urban Developed,1.6522849,71973.5339164734,1069.1552164787
7786,Non-urban Developed,6.70549292,292091.286132813,2731.11670030742
7787,Non-urban Developed,0.63736917,27763.802646637,902.352686040678
7788,Non-urban Developed,9.87235537,430039.821315765,3449.15242201735
7789,Non-urban Developed,2.86911672,124978.73059082,1714.25705916737
7790,Non-urban Developed,23.44963391,1021466.1038475,7522.51304339495
7791,Non-urban Developed,9.04016976,393789.814338684,4178.02143106447
7792,Non-urban Developed,8.47699527,369257.932628632,3859.60849163101
7793,Non-urban Developed,0.66143881,28812.2763023376,947.462088665554
7794,Non-urban Developed,2.77377784,120825.769046783,1912.01047099589
7795,Non-urban Developed,3.41530208,148770.566287994,1557.80774317413
7796,Non-urban Developed,3.54660231,154490.004348755,2015.03591847524
7797,Non-urban Developed,2.61481953,113901.544399261,2170.05160704464
7798,Non-urban Developed,1.17591272,51222.7606964111,950.761374324571
7799,Non-urban Developed,0.9779156,42598.005947113,952.655510801751
7800,Non-urban Developed,1.08493242,47259.6588630676,947.850098829019
7801,Non-urban Developed,8.82752224,384526.888145447,4593.32888997461
7802,Non-urban Developed,0.98964044,43108.739730835,840.015665795112
7803,Non-urban Developed,2.96491287,129151.611244202,1627.59365199027
7804,Non-urban Developed,3.96127298,172553.059871674,1630.0082857235
7805,Non-urban Developed,7.20654979,313917.324474335,7839.68768035068
7806,Non-urban Developed,0.9265304,40359.6663742065,1216.53436810358
7807,Non-urban Developed,3.86088565,168180.187427521,1828.26456570192
7808,Non-urban Developed,5.03447882,219301.908638,1909.75413945597
7809,Non-urban Developed,1.60964853,70116.2935447693,1103.322680315
7810,Non-urban Developed,27.65709252,1204743.01032639,8299.85065075716
7811,Non-urban Developed,1.66071794,72340.8773040771,1096.21754500936
7812,Non-urban Developed,3.05898004,133249.177459717,1376.02379737042
7813,Non-urban Developed,2.84346214,123861.217010498,1426.95552821429
7814,Non-urban Developed,1.84692477,80452.0473060608,1916.30976579695
7815,Non-urban Developed,27.07028497,1179181.671772,6045.98605585613
7816,Non-urban Developed,6.7586171,294405.375717163,5331.63284161652
7817,Non-urban Developed,0.64644763,28159.2602272034,1117.78583214701
7818,Non-urban Developed,138.98524388,6054197.52391052,38714.622094961
7819,Non-urban Developed,5.30027075,230879.805393219,2691.47772350189
7820,Non-urban Developed,23.20797666,1010939.51381302,8332.07615198429
7821,Non-urban Developed,0.950053,41384.3109779358,815.619825118301
7822,Non-urban Developed,2.4512519,106776.538169861,1302.20367276373
7823,Non-urban Developed,4.17775747,181983.124767303,1970.73266041696
7824,Non-urban Developed,6.85333723,298531.384902954,2825.86856332255
7825,Non-urban Developed,1.34285714,58494.8602867126,985.98758689138
7826,Non-urban Developed,15.80922141,688649.718852997,4855.32703191935
7827,Non-urban Developed,12.14661761,529106.689544678,4202.07287102954
7828,Non-urban Developed,12.78513779,556920.63004303,4082.79311728309
7829,Non-urban Developed,0.79814128,34767.0362472534,877.202331438481
7830,Non-urban Developed,1.93898648,84462.2556152344,1262.4923394611
7831,Non-urban Developed,0.98119402,42740.8137741089,916.851025866242
7832,Non-urban Developed,7.5572012,329191.700828552,2225.26272828883
7833,Non-urban Developed,1.72196877,75008.9637565613,1125.09209829105
7834,Non-urban Developed,1.87159922,81526.8664169312,1603.02055923983
7835,Non-urban Developed,24.70472368,1076137.81718445,6139.57165985968
7836,Non-urban Developed,1.52068597,66241.0843315125,1195.04325157674
7837,Non-urban Developed,0.93113885,40560.4103431702,830.598409574518
7838,Non-urban Developed,10.69588003,465912.557556152,4734.78633121101
7839,Non-urban Developed,2.5067285,109193.099014282,1490.3404152518
7840,Non-urban Developed,1.14623809,49930.134098053,909.767284811966
7841,Non-urban Developed,2.01235922,87658.3720741272,1199.58383942771
7842,Non-urban Developed,8.00639271,348758.484062195,2337.38860453864
7843,Non-urban Developed,5.4569806,237706.086730957,2534.97252258357
7844,Non-urban Developed,0.71538395,31162.1266937256,712.177898968026
7845,Non-urban Developed,2.48984154,108457.503284454,1834.29606558487
7846,Non-urban Developed,1.17402548,51140.5525665283,1098.359843883
7847,Non-urban Developed,8.33889716,363242.378574371,4767.71911650489
7848,Non-urban Developed,8.02928781,349755.7943573,3366.71416312578
7849,Non-urban Developed,1.09963545,47900.1229972839,966.669670588529
7850,Non-urban Developed,2.732296,119018.819778442,1386.10743980375
7851,Non-urban Developed,4.6361808,201952.045886993,1816.85373659507
7852,Non-urban Developed,1.21952663,53122.5830383301,935.522264320288
7853,Non-urban Developed,9.95946383,433834.266246796,4111.15185635962
7854,Non-urban Developed,13.10462794,570837.621498108,4425.39997695615
7855,Non-urban Developed,14.18384992,617848.533374786,4856.58274188099
7856,Non-urban Developed,15.26005065,664727.839611053,6579.60860237581
7857,Non-urban Developed,2.037004,88731.8990440369,3265.41441873859
7858,Non-urban Developed,5.81199456,253170.495887756,2442.15375301737
7859,Non-urban Developed,1.47883427,64418.0242805481,1026.96415713333
7860,Non-urban Developed,3.48818231,151945.229164124,1541.26008546409
7861,Non-urban Developed,91.8494082,4000960.41995621,16726.6121140608
7862,Non-urban Developed,1.7413995,75855.3664169312,1115.16177588051
7863,Non-urban Developed,1.0935644,47635.6679649353,874.568866258643
7864,Non-urban Developed,15.39860379,670763.214553833,8504.95711405616
7865,Non-urban Developed,0.92692453,40376.8346099854,1582.73843686017
